active_dims_frame_std_gt_0_1,checkpoint,checkpoint_best_snr,checkpoint_epoch,dead_dims_frame_std_lt_0_01,encoder_std_mean,eval_snr_mean,eval_snr_median,frame_entropy_rank,frame_participation_rank,frame_rank_90,frame_rank_95,frame_rank_99,frame_sigma_1,frame_sigma_10,frame_sigma_11,frame_sigma_12,frame_sigma_13,frame_sigma_14,frame_sigma_15,frame_sigma_16,frame_sigma_2,frame_sigma_3,frame_sigma_4,frame_sigma_5,frame_sigma_6,frame_sigma_7,frame_sigma_8,frame_sigma_9,frame_top10_var,frame_top1_var,frame_top20_var,frame_top5_var,latent_dim,low_dims_frame_std_lt_0_05,mean_entropy_rank,mean_participation_rank,mean_rank_90,mean_rank_95,mean_rank_99,mean_sigma_1,mean_sigma_10,mean_sigma_11,mean_sigma_12,mean_sigma_13,mean_sigma_14,mean_sigma_15,mean_sigma_16,mean_sigma_2,mean_sigma_3,mean_sigma_4,mean_sigma_5,mean_sigma_6,mean_sigma_7,mean_sigma_8,mean_sigma_9,mean_top10_var,mean_top1_var,mean_top20_var,mean_top5_var,n_frames,n_samples,run,strides,total_stride,z_frame_std_max,z_frame_std_mean,z_frame_std_min,z_mean_std_mean
256,outputs/models/wav_vae_v16.1_hf_time_remote_main/best.pt,23.20932652510616,11,0,0.6945161819458008,23.291269434003688,23.201058168212633,125.28992081706745,69.67200561564394,134.0,166.0,217.0,98.31990233005708,55.826107761947924,54.4558874306308,52.48442875004119,50.28228155238435,46.858727535083275,46.27144107609451,44.04206940915909,93.26540371071843,87.10902810896836,81.88119977393772,77.54627926025107,75.62957788965647,67.6780829351588,62.93780482888763,59.12528593997475,0.3060190762026605,0.04968063477218251,0.4188875810103595,0.19874291657258844,256,0,26.325621443083566,13.588241962498753,30.0,39.0,53.0,0.5835682384038089,0.20068169884882844,0.19404995405856607,0.18444812066389263,0.1705010205831174,0.1680395523194416,0.16393339301241566,0.15652690038716047,0.3536659174298293,0.3299812529814282,0.29832225444811405,0.27283967106441637,0.2612648725664289,0.2392125274222797,0.23004428305587118,0.21112640589585024,0.6365219807301319,0.2165075262628155,0.8074303892170278,0.4691596078515967,32227,64,V16.1,"2,4,4,4",128,0.22016607224941254,0.15210896730422974,0.11715543270111084,0.009445021860301495
256,outputs/models/wav_vae_v16.2_256x_time_remote_main/best.pt,19.925409648001555,13,0,0.6952266693115234,19.65560289358891,19.42700494022123,144.28759611430948,90.47188508172309,148.0,181.0,229.0,68.61400363408636,53.89016718560724,52.66550113219674,51.15482679335639,48.18595031041976,45.340546104068174,42.27479655679477,41.43956225505849,67.85453017044577,65.08996140120821,63.613043379469765,60.90676484984131,58.24406440690788,57.52949424171161,56.59039382686903,55.18498256418318,0.25428570101809067,0.032216795900901624,0.3862269912825551,0.14579408122187162,256,0,37.99136882252269,27.029923800929332,36.0,45.0,57.0,0.5893094439194362,0.33317135102765677,0.3181597963471806,0.31484270150653143,0.30142285990382695,0.28720271046484486,0.2822106767716807,0.2714462878342028,0.4956582026578493,0.4531496835245716,0.4420378445275074,0.40499483607852355,0.37941062843453427,0.3777765221932063,0.35208125382817634,0.33629113428299784,0.5061125625767909,0.09805891065900416,0.7264841182996943,0.3268932048827163,16112,64,V16.2,"2,4,4,8",256,0.26124173402786255,0.18723618984222412,0.14840979874134064,0.014339602552354336
384,outputs/models/wav_vae_v16.3_256x_dim384_time_remote_main/best.pt,20.732428689374803,13,0,0.6951701641082764,20.70116259243798,20.312660819603217,175.10538954302555,100.60838837592766,186.0,233.0,313.0,73.19982994173007,59.33166245382553,58.181757459234746,57.41445760910578,55.181289400506266,50.841341435467335,49.35119588452504,46.04691201194064,72.27682472849696,69.91365348444597,69.1493762276872,67.41699791092151,65.58564156402817,64.3020478694454,62.66074975591899,61.13704891235345,0.24156687414270805,0.029141031707426743,0.373096326159217,0.13485893954248981,384,0,35.47852128918622,22.664071376769467,36.0,44.0,57.0,0.7727247265580046,0.3580671274438918,0.34992115492740544,0.3327938462963606,0.3261699947278253,0.3138144369694508,0.30032163537701567,0.2902037601118554,0.5633906731025206,0.5137401227371805,0.4714487867296993,0.4509464652771058,0.42048825237851273,0.40609133036836603,0.38259359059699394,0.3748941621018947,0.534088813620241,0.13507746141671603,0.7389000638773534,0.3628719316846327,16112,64,V16.3,"2,4,4,8",256,0.2794910967350006,0.171028271317482,0.13014568388462067,0.012820764444768429
