boundary_error_ratio,boundary_local_snr,boundary_sec,case_id,case_type,checkpoint_best_snr,checkpoint_epoch,crest,duration_sec,hf_energy_ratio_3500_9000,inserted_silence_sec,latent_dim,local_snr_mean,local_snr_min,local_snr_p10,peak,post_boundary_snr,pre_boundary_snr,rms,run,silence_frac,snr,source_a,source_b,spectral_centroid,total_stride
nan,nan,nan,full_021,full,23.20932652510616,11,9.604703276638357,6.623492063492064,0.05413532629609108,0.0,256,20.31838632311599,-9.436630439809665,0.8301900094384391,0.66046142578225,nan,nan,0.0687643758219053,V16.1,0.02104787467134093,25.167026487883867,LJ003-0346,,886.6336467778657,128
0.5894840511996634,26.328824349399248,1.9920181405895692,silence_021,silence,23.20932652510616,11,9.903108351600654,7.041451247165533,0.05413780361413956,0.41895694757637314,256,15.846179620941152,-66.70613482520946,-7.111371591227667,0.66046142578225,22.88655088657488,27.339159722970287,0.0666923356105253,V16.1,0.07929719703215168,24.965791676222636,LJ003-0346,,886.6722891659641,128
nan,nan,nan,full_022,full,23.20932652510616,11,11.813613446137103,8.109569160997733,0.2098120003938675,0.0,256,22.17614209048185,-24.597374672556978,13.924489734859407,0.911621093751,nan,nan,0.07716699872529471,V16.1,0.023247360415175375,22.93870657102103,LJ017-0206,,2111.1523001760397,128
0.18792369473005507,26.847850541950727,2.8968253968253967,silence_022,silence,23.20932652510616,11,11.935600793559326,8.277913832199546,0.20982146263122559,0.16993020188706973,256,21.21304397016418,-66.57734703112263,11.915056039054061,0.911621093751,22.48571778276233,22.452224101864108,0.07637831639199864,V16.1,0.04324268057503506,22.861446031670027,LJ017-0206,,2111.2844729027643,128
nan,nan,nan,full_023,full,23.20932652510616,11,8.822938067390966,10.001995464852607,0.14380612969398499,0.0,256,17.788831132200862,-22.64340634089494,2.860957805432452,0.415863037110375,nan,nan,0.047134303100070045,V16.1,0.040508923389437027,22.041621740594437,LJ005-0127,,1407.8141021713361,128
0.7533839894060426,18.32442582252807,3.317233560090703,silence_023,silence,23.20932652510616,11,9.007903602528689,10.425759637188209,0.14381368458271027,0.422972790828541,256,15.273122625268002,-66.46504475705653,-1.340771941059347,0.415863037110375,21.927918367914682,25.093573218433562,0.04616646174861668,V16.1,0.07945608296213809,21.909148590116786,LJ005-0127,,1407.8959699810837,128
0.8695558576871498,15.918121314559341,6.13718820861678,concat_000,concat,23.20932652510616,11,9.26711587515454,13.264399092970521,0.11377440392971039,0.05327369630342452,256,19.678636261038182,-14.531842193978965,4.48293525794133,0.657562255860375,23.67075936379951,19.34991350315068,0.07095651599804154,V16.1,0.028552379649890592,23.163562107899192,LJ018-0351,LJ039-0187,1468.5758481461855,128
1.584403538315555,19.345029781157212,8.668163265306122,concat_001,concat,23.20932652510616,11,10.423280437159343,16.445532879818593,0.15673620998859406,0.08617225919788099,256,20.682634020921338,-10.036786033474645,9.033581385643839,0.694427490235375,20.33501290116025,24.39709429177562,0.06662273882119629,V16.1,0.01951608277444405,22.840098321919932,LJ043-0063,LJ014-0257,1584.4267098071982,128
1.1248430857016563,25.25787769539231,6.276507936507937,concat_002,concat,23.20932652510616,11,10.398926180613708,9.752380952380953,0.08718112111091614,0.07875715403685278,256,22.21245325858525,-13.762352050122537,10.693433909568855,0.7161865234385,27.30360956231258,23.581176134914095,0.06887119987093072,V16.1,0.01806175595238095,24.206331615307903,LJ006-0020,LJ040-0153,1199.6533167553316,128
1.6365734866150756,1.9911535595315528,8.70299319727891,concat_003,concat,23.20932652510616,11,9.014617768787652,16.294603174603175,0.17319758236408234,0.2268535132130013,256,20.111642928048937,-66.46218504736892,7.407209043729824,0.614746093751,19.658523139314532,24.041622148791006,0.0681943604830913,V16.1,0.027289477199857498,22.519012329325125,LJ044-0116,LJ006-0235,1661.3628780222225,128
